time,source,keyword,frame,D/H,link,relevancy,immigrant category
16,3,4,11,0,https://www.dailymail.co.uk/wires/pa/article-13353171/Reading-terror-attack-families-trusting-inquest-judge-provide-answers.html,1,5
16,3,4,3,1,https://www.dailymail.co.uk/wires/pa/article-13352207/Timeline-events-Reading-terror-attack.html,1,5
16,3,4,9,1,https://www.dailymail.co.uk/news/article-13350071/Israeli-supermodel-Bar-Refaeli-accuses-Bella-Hadid-spreading-fake-news-photo-starving-Gaza-child-blasts-Didnt-learn-sisters-mistake-reference-Gigis-Palestine-blunder.html,1,5
16,3,4,11,0,https://www.dailymail.co.uk/femail/article-13349921/Queen-M-xima-Netherlands-holds-crimson-hat-battles-wind-Amsterdam-restaurant-opening.html,0,5
16,3,4,4,1,https://www.dailymail.co.uk/news/article-13349085/Poland-says-send-tens-thousands-military-age-Ukrainian-refugees-home-country-fight-Russia.html,1,1
16,3,4,11,0,https://www.dailymail.co.uk/wires/pa/article-13347489/Campaigners-call-asylum-laws-repealed-avoid-catastrophe.html,0,5
16,3,4,8,1,https://www.dailymail.co.uk/news/article-13344115/Westfield-Bondi-Junction-stabbing-Faraz-Tahir.html,1,3
16,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-13342721/Auditors-say-hard-tell-Turkey-using-EU-refugee-funds-Some-officials-arent-helpful.html,1,2
15,3,4,1,0,https://www.dailymail.co.uk/wires/afp/article-13257059/Calls-Jordan-protests-against-Gaza-war-Israel-ties.html,1,6
15,3,4,3,0,https://www.dailymail.co.uk/news/article-13253873/Coolangatta-gold-coast-unit-toddler-body-father-dead-four-days.html,1,5
15,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13245083/Israeli-forces-kill-three-Palestinians-West-Bank-raid.html,1,6
15,3,4,7,1,https://www.dailymail.co.uk/wires/afp/article-13244443/Clowns-try-smiles-faces-Gaza-children.html,1,6
15,3,4,4,0,https://www.dailymail.co.uk/wires/afp/article-13234571/Five-Rohingya-dead-Indonesia-boat-capsize-UN.html,1,4
15,3,4,4,0,https://www.dailymail.co.uk/wires/ap/article-13232695/Bodies-3-Rohingya-refugees-dead-Indonesia-ends-rescue-capsized-boat.html,1,4
15,3,4,9,1,https://www.dailymail.co.uk/news/article-13230927/female-ukrainian-reject-plea-deal-refugee-usa-cyclist.html,1,1
15,3,4,1,0,https://www.dailymail.co.uk/wires/afp/article-13230565/Two-Rohingya-dead-sea-Indonesia-ends-survivor-search.html,1,4
15,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-13228273/UN-agencies-fear-70-missing-dead-capsized-Rohingya-refugee-boat.html,1,4
15,3,4,9,1,https://www.dailymail.co.uk/news/article-13227495/Iranian-refugee-waved-toy-gun-car-window-night-caught-cocaine-lose-chance-British-citizenship-new-rules-migrants.html,1,5
15,3,4,9,1,https://www.dailymail.co.uk/news/article-13227355/refugee-ohio-charged-rape-murder-rwandan-genocide.html,1,5
15,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-13226821/Refugee-camps-Chad-overcrowded-running-aid-Sudanese-refugees-coming.html,1,5
15,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13225963/Fasting-funerals-Violence-darkens-West-Bank-Ramadan.html,1,6
15,3,4,3,0,https://www.dailymail.co.uk/news/article-13223961/Horrified-children-dozens-French-schools-sent-shocking-footage-beheadings-one-college-warned-explosives-hidden-Allah-students-email-hacked.html,1,5
15,3,4,4,0,https://www.dailymail.co.uk/wires/ap/article-13223657/Indonesian-rescue-sea-Rohingya-refugees-reminder-ordeal-began-Myanmar.html,1,4
15,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-13222523/Israel-West-Bank-operation-kills-four-new-toll.html,1,6
15,3,4,4,0,https://www.dailymail.co.uk/wires/afp/article-13222317/Indonesia-rescuers-save-69-Rohingya-refugees-sea.html,1,4
15,3,4,3,0,https://www.dailymail.co.uk/wires/ap/article-13222231/The-Latest--Gaps-narrowing-Israel-Hamas-cease-fire-talks-Blinken-says-Mideast-visit.html,1,5
15,3,4,4,0,https://www.dailymail.co.uk/wires/pa/article-13222075/Dozens-refugees-rescued-Indonesia-night-hull-capsized-boat.html,1,4
15,3,4,4,0,https://www.dailymail.co.uk/wires/ap/article-13222045/Weeping-weak-soaked-dozens-Rohingya-refugees-rescued-night-hull-capsized-boat.html,1,4
15,3,4,6,1,https://www.dailymail.co.uk/wires/ap/article-13222011/A-firework-lit-boy-shot-Israel-s-use-deadly-force-against-Palestinians-scrutinized.html,1,6
15,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13220335/Israeli-air-strike-kills-three-West-Bank-Palestinian-ministry.html,1,6
15,3,4,12,0,https://www.dailymail.co.uk/wires/ap/article-13219273/Olympic-refugee-team-runner-Dominic-Lokolong-Atiol-tests-positive-doping-ahead-Paris-Games.html,1,5
15,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-13218201/Palestinians-mourn-28-killed-Israeli-air-strikes-Gaza-refugee-camps.html,1,6
15,3,4,2,0,https://www.dailymail.co.uk/wires/ap/article-13218099/A-wooden-boat-carrying-dozens-Rohingya-Muslim-migrants-capsizes-Indonesia-s-Aceh-province.html,1,4
15,3,4,7,0,https://www.dailymail.co.uk/news/article-13217701/More-2-000-tonnes-British-food-aid-arrives-Gaza-amid-warnings-imminent-famine-defiant-Netanyahu-says-determined-press-Rafah-assault.html,1,6
15,3,4,3,0,https://www.dailymail.co.uk/wires/ap/article-13211149/Afghan-refugee-convicted-murder-case-shocked-Albuquerque-s-Muslim-community.html,1,3
15,3,4,10,0,https://www.dailymail.co.uk/wires/ap/article-13208919/Israel-launches-raid-Gazas-main-hospital-charging-Hamas-regrouped-there.html,1,6
15,3,4,3,1,https://www.dailymail.co.uk/wires/ap/article-13203553/Jurors-weigh-fate-Afghan-refugee-charged-murder-case-shocked-Muslim-community.html,1,3
15,3,4,9,1,https://www.dailymail.co.uk/wires/pa/article-13200365/Ukrainian-refugee-making-TikToks-UK-life-says-mentality-different-shocked-tea-pub-culture.html,1,1
15,3,4,3,0,https://www.dailymail.co.uk/news/texas/article-13187749/Staggering-48-610-migrant-children-crossed-border-October.html,1,5
15,3,4,3,1,https://www.dailymail.co.uk/wires/ap/article-13185853/Afghan-refugee-stands-trial-3-killings-shocked-Albuquerques-Muslim-community.html,1,3
15,3,4,3,1,https://www.dailymail.co.uk/news/article-13178507/Syrian-refugee-BBC-documentary-rape-13-year-old.html,1,2
15,3,4,9,1,https://www.dailymail.co.uk/news/article-13173091/Somalian-refugee-murdered-QPR-footballer-Kiyan-Prince-denied-parole.html,1,5
15,3,4,3,0,https://www.dailymail.co.uk/wires/afp/article-13172873/Sleepless-nights-mothers-Palestinians-jailed-occupied-West-Bank.html,1,6
15,3,4,6,1,https://www.dailymail.co.uk/wires/ap/article-13168653/UN-raises-alert-780-000-people-displaced-Mozambique-violence-north.html,1,5
15,3,4,13,1,https://www.dailymail.co.uk/wires/afp/article-13164029/UN-experts-urge-Britain-repatriate-former-IS-bride.html,1,2
15,3,4,3,0,https://www.dailymail.co.uk/video/manchester/video-3139343/Video-GMP-officer-drags-rough-sleeper-stamps-stomach.html,1,5
15,3,4,11,0,https://www.dailymail.co.uk/wires/afp/article-13154891/Head-UN-Palestinian-refugee-agency-seeks-General-Assembly-support.html,1,6
15,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13154011/Israel-demolishes-West-Bank-home-Palestinian-accused-attack.html,1,6
14,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13142699/UN-refugee-agency-Gaza-easily-replaced-chief.html,1,6
14,3,4,1,0,https://www.dailymail.co.uk/wires/afp/article-13142113/Criteria-UN-use-declare-expected-famine-Gaza.html,1,6
14,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-13141259/Aid-groups-appeal-European-Union-release-urgent-funds-Palestinian-refugee-agency-UNRWA.html,1,6
14,3,4,12,0,https://www.dailymail.co.uk/wires/pa/article-13140875/Asylum-applications-withdrawn-refused-end-2023-soared.html,1,5
14,3,4,4,0,https://www.dailymail.co.uk/wires/pa/article-13137315/French-authorities-dealing-small-boat-incident-English-Channel.html,1,5
14,3,4,12,0,https://www.dailymail.co.uk/news/article-13135955/Afghan-refugee-snuck-Britain-lorry-jailed-wounding-intent.html,1,5
14,3,4,9,1,https://www.dailymail.co.uk/news/article-13132281/palestinian-father-103-relatives-killed-israeli-airstrike-gaza.html,1,6
14,3,4,12,0,https://www.dailymail.co.uk/wires/pa/article-13131981/Hundreds-legal-threats-ex-RAF-base-asylum-accommodation-High-Court-told.html,1,5
14,3,4,3,0,https://www.dailymail.co.uk/wires/afp/article-13130547/Israel-troops-kill-3-West-Bank-raid-Palestinian-ministry.html,1,6
14,3,4,9,1,https://www.dailymail.co.uk/news/article-13104621/ukrainians-homeless-britain-sleeping-rough.html,1,1
14,3,4,7,0,https://www.dailymail.co.uk/wires/afp/article-13120847/Dead-horses-scraps-leaves-Gazas-hungry-desperate.html,1,6
14,3,4,9,1,https://www.dailymail.co.uk/news/article-13118731/shamima-begum-life-camp-isis-future-syrian-shop-hair-smuggled.html,1,2
14,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-13117789/Netanyahu-seeks-open-ended-control-security-civilian-affairs-Gaza-new-postwar-plan.html,1,6
14,3,4,13,1,https://www.dailymail.co.uk/wires/afp/article-13117419/Former-IS-bride-loses-appeal-against-removal-UK-citizenship.html,1,2
14,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13116855/West-Bank-drone-strike-killed-militant-planning-attack-Israel-army.html,1,6
14,3,4,11,0,https://www.dailymail.co.uk/galleries/article-13114773/Denver-schools-face-complaint-deep-harm-whiteness-memo.html,0,5
14,3,4,8,1,https://www.dailymail.co.uk/news/article-13110617/Denver-school-Latinx-Supt-federal-complaint-memo-racism-pledge-harm-whiteness-students.html,1,5
14,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-13108835/Israel-troops-kill-3-militants-West-Bank-raid-army.html,1,6
14,3,4,11,0,https://www.dailymail.co.uk/tvshowbiz/article-13105249/Hilary-Swank-49-models-three-piece-suit-tie-NYC.html,1,5
14,3,4,9,1,https://www.dailymail.co.uk/tvshowbiz/article-13099763/One-day-worth-BILLIONS-heir-high-profile-Australians-fortune-recognise-is.html,1,5
14,3,4,2,0,https://www.dailymail.co.uk/wires/ap/article-13099237/French-mayors-face-violence-intimidation-xenophobic-far-right-groups.html,1,5
14,3,4,11,0,https://www.dailymail.co.uk/news/article-13095539/Benjamin-Netanyahu-warns-theres-no-point-Gaza-truce-talks-Hamas-drops-delusional-demands-Israel-continues-assault.html,1,6
14,3,4,11,0,https://www.dailymail.co.uk/news/article-13091103/Asian-Schindler-pastor-hailed-hero-smuggling-hundreds-North-Koreans-jailed-five-years-sexually-abusing-child-defectors.html,0,5
14,3,4,9,1,https://www.dailymail.co.uk/wires/pa/article-13087005/Ukrainian-refugee-s-concern-lack-clarity-Homes-Ukraine-visas.html,1,1
14,3,4,11,0,https://www.dailymail.co.uk/news/article-13083727/alejandro-mayorkas-impeached-homeland-security-secretary-border.html,0,5
14,3,4,4,0,https://www.dailymail.co.uk/news/article-13082285/British-coastguards-face-criminal-charges-death-four-UK-bound-migrants-Channel-refugee-charity-files-involuntary-manslaughter-complaint-France.html,1,5
14,3,4,12,0,https://www.dailymail.co.uk/news/article-13080967/Refugee-jailed-twice-drug-offences-sues-Home-Office.html,1,5
14,3,4,10,0,https://www.dailymail.co.uk/news/article-13078239/CIA-Mossad-Qatar-hold-quartet-meeting-Egypt-discuss-truce-Gaza-ahead-Israel-offensive-Rafah.html,1,6
14,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-13069703/Israel-unveils-tunnels-underneath-Gaza-City-headquarters-UN-refugee-agency.html,1,6
14,3,4,7,0,https://www.dailymail.co.uk/news/article-13068675/Gaza-children-going-without-food-days-locals-start-eating-animal-feed-supplies-dwindle.html,1,6
14,3,4,2,0,https://www.dailymail.co.uk/home/you/article-13046867/found-love-hopeless-place-Syria-Brit.html,1,2
14,3,4,12,0,https://www.dailymail.co.uk/wires/ap/article-13066833/From-200K-1-5M-people-Startling-images-wars-impact-small-area-Gaza.html,1,6
14,3,4,11,0,https://www.dailymail.co.uk/news/article-13066283/Afghan-refugee-stripped-British-citizenship-accused-Russian-spy-says-case-against-complete-fantasy-court-told.html,0,5
14,3,4,9,1,https://www.dailymail.co.uk/wires/pa/article-13065389/LGBT-refugee-attempts-retro-walking-record-raise-awareness-homophobia.html,1,5
14,3,4,7,1,https://www.dailymail.co.uk/wires/afp/article-13061167/Palestinian-refugees-Lebanon-despair-UN-agency-funding-cuts.html,1,6
14,3,4,10,0,https://www.dailymail.co.uk/wires/ap/article-13060797/Live-updates--Israeli-airstrikes-kill-13-Rafah-Netanyahu-rejects-Hamas-cease-fire-terms.html,1,6
14,3,4,3,0,https://www.dailymail.co.uk/wires/pa/article-13059313/Alkali-attack-victim-just-wanted-safe-home-girls-friends-say.html,1,5
14,3,4,11,0,https://www.dailymail.co.uk/wires/ap/article-13055561/UN-agencies-seek-4-1B-help-civilians-Sudan-refugees-fled-countrys-10-month-war.html,1,5
14,3,4,9,1,https://www.dailymail.co.uk/news/article-13052893/colorado-transgender-woman-canada-refugee-gender-identity.html,1,1
14,3,4,11,1,https://www.dailymail.co.uk/news/article-13038133/Jewish-Labour-peer-former-refugee-Lord-Dubs-tears-Kindertransport.html,1,5
14,3,4,5,0,https://www.dailymail.co.uk/wires/afp/article-13037213/Over-100-Rohingya-refugees-flee-Malaysian-detention-camp.html,1,5
14,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-13031743/Out-options-Rohingya-fleeing-Myanmar-Bangladesh-boat-despite-soaring-death-toll.html,1,4
13,3,4,13,1,https://www.dailymail.co.uk/wires/afp/article-13025417/UN-says-agency-aiding-Palestinians-replaced.html,1,6
13,3,4,2,0,https://www.dailymail.co.uk/news/article-13018577/Paedophile-asylum-seeker-admits-raping-woman-train-Germany.html,1,3
13,3,4,11,0,https://www.dailymail.co.uk/wires/pa/article-13014201/Four-Rwandans-granted-refugee-status-UK-fears-persecution.html,1,5
13,3,4,9,1,https://www.dailymail.co.uk/wires/pa/article-13002391/Reading-terrorist-knife-bed-police-home-welfare-check-court-hears.html,1,1
13,3,4,11,0,https://www.dailymail.co.uk/wires/ap/article-13001763/The-UN-refugee-chief-says-hes-worried-war-Ukraine-forgotten.html,1,1
13,3,4,4,0,https://www.dailymail.co.uk/news/article-12995379/More-1-300-child-migrants-wrongly-adult-accommodation-flawed-Home-Office-age-checks-reveals-report.html,1,5
13,3,4,9,1,https://www.dailymail.co.uk/wires/pa/article-12988741/Yousaf-Political-opponents-view-Palestinian-Muslim-lives-cheap.html,1,5
13,3,4,1,0,https://www.dailymail.co.uk/wires/pa/article-12988603/Death-toll-Gaza-rises-25-000-Palestinian-officials-say.html,1,5
13,3,4,3,1,https://www.dailymail.co.uk/news/article-12978827/Ukrainian-refugee-29-dodged-military-call-home-country-fled-UK-jailed-sex-attack-female-clubber-18-followed-bus.html,1,5
13,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12978119/Eight-children-16-dead-Israel-launches-airstrikes-against-Gaza-town.html,1,6
13,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-12973435/Yemen-aid-groups-voice-grave-concern-Red-Sea-escalation.html,1,5
13,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-12972615/Qatar-France-send-medicine-hostages-Gaza-war-rages-regional-tensions-spike.html,1,6
13,3,4,10,0,https://www.dailymail.co.uk/wires/ap/article-12969911/After-100-days-war-Palestinians-fight-hard-hit-areas-Gaza-fire-rockets-Israel.html,1,6
13,3,4,12,0,https://www.dailymail.co.uk/news/article-12967043/Climate-Change-2023-Childrens-word-year-experts-claim-hints-young-peoples-desire-meaningful-change.html,1,5
13,3,4,3,0,https://www.dailymail.co.uk/wires/ap/article-12963945/United-Nations-seeks-4-2-billion-help-people-Ukraine-refugees-year.html,1,5
13,3,4,7,0,https://www.dailymail.co.uk/wires/afp/article-12962477/West-Bank-Palestinians-decry-Israels-raids-revenge.html,1,6
13,3,4,9,1,https://www.dailymail.co.uk/news/article-12956775/Sudanese-refugee-given-final-leave-remain-UK-facing-rape-charge-attacking-drunk-university-student-slept-bed-jailed-eight-years.html,1,5
13,3,4,13,0,https://www.dailymail.co.uk/wires/ap/article-12957279/A-refugee-bear-bombed-Ukraine-zoo-finds-new-home-Scotland.html,1,1
13,3,4,3,1,https://www.dailymail.co.uk/news/article-12946693/Council-defends-decision-leave-tragic-Afghan-refugee-toddler-Zahra-adoptive-father-murdered-two-year-old-smashing-head-against-wall-jailed-beating-wife.html,1,3
13,3,4,9,1,https://www.dailymail.co.uk/news/article-12941139/Ukraine-Russia-war-family-reunited-Sydney-Storozhuk.html,1,1
13,3,4,6,1,https://www.dailymail.co.uk/news/article-12939129/Al-Jazeera-Gaza-bureau-chief-journalist-son-killed-IDF-drone-attack-wife-children-Israeli-airstrike.html,1,6
13,3,4,10,0,https://www.dailymail.co.uk/wires/ap/article-12935241/A-fire-Rohingya-refugee-camp-Bangladesh-guts-1-000-shelters.html,1,4
13,3,4,9,1,https://www.dailymail.co.uk/wires/ap/article-12930445/A-new-immigration-policy-avoids-dangerous-journey-working-But-border-crossings-continue.html,1,5
13,3,4,12,0,https://www.dailymail.co.uk/news/article-12923947/Iraqi-refugee-Abthar-Al-Athmany-charged-rape-girl.html,1,5
13,3,4,2,0,https://www.dailymail.co.uk/news/article-12883373/Notorious-child-rapist-NZYQ-freed-indefinite-detention-entitled-taxpayer-funded-pay-out.html,1,4
13,3,4,2,0,https://www.dailymail.co.uk/wires/ap/article-12919157/Rohingya-refugees-Sri-Lanka-protest-planned-closure-U-N-office-fearing-abandonment.html,1,4
13,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12918079/More-strikes-Gaza-Israel-warns-war-2024.html,1,6
12,3,4,4,0,https://www.dailymail.co.uk/wires/pa/article-12914443/More-Rohingya-refugees-arrive-Indonesia-despite-rejection-locals.html,1,4
12,3,4,2,0,https://www.dailymail.co.uk/wires/afp/article-12907309/West-Bank-theatre-raided-Israel-vows-resume-resistance.html,1,6
12,3,4,5,0,https://www.dailymail.co.uk/wires/pa/article-12912129/Air-strikes-hit-refugee-camps-Gaza-US-approves-new-weapons-sales-Israel.html,1,6
12,3,4,1,0,https://www.dailymail.co.uk/wires/ap/article-12906735/Indonesias-navy-pushes-boat-suspected-carrying-Rohingya-refugees-waters.html,1,4
12,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-12906505/Israeli-strikes-Gaza-kill-dozens-Palestinians-largely-emptied-north.html,1,6
12,3,4,6,0,https://www.dailymail.co.uk/wires/pa/article-12905929/Students-call-Indonesian-government-clamp-refugee-arrivals.html,1,4
12,3,4,3,1,https://www.dailymail.co.uk/news/article-12905033/Shocking-moment-two-men-caught-tearing-posters-kidnapped-Jewish-women-children-Melbourne.html,1,5
12,3,4,6,1,https://www.dailymail.co.uk/wires/afp/article-12904851/Displaced-war-Gaza-mother-gives-birth-quadruplets.html,1,6
12,3,4,4,0,https://www.dailymail.co.uk/wires/ap/article-12903649/Israel-launches-heavy-strikes-central-southern-Gaza-widening-offensive.html,1,6
12,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12902739/In-Chad-camps-survivors-recount-Sudan-war-horrors.html,1,6
12,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12901635/Israel-strikes-Gaza-UN-voices-grave-concern.html,1,6
12,3,4,2,0,https://www.dailymail.co.uk/wires/ap/article-12900875/Israeli-forces-bombard-central-Gaza-apparent-expanding-ground-offensive.html,1,6
12,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-12900579/Israel-PM-says-no-peace-Hamas-destroyed.html,1,6
12,3,4,9,1,https://www.dailymail.co.uk/wires/ap/article-12900567/Their-lives-torn-apart-war-Africa-A-family-hopes-new-US-program-help-reunite.html,1,5
12,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12899829/Gaza-refugee-camp-ruins-Israeli-strike.html,1,6
12,3,4,5,0,https://www.dailymail.co.uk/wires/afp/article-12896587/In-Chad-camps-survivors-recount-Sudan-war-horrors.html,1,5
12,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12896411/More-90-Palestinians-killed-Israeli-strikes-hit-two-homes.html,1,6
12,3,4,9,1,https://www.dailymail.co.uk/wires/ap/article-12889891/Faith-groups-say-foster-families-needed-care-children-coming-US-alone.html,1,1
12,3,4,13,1,https://www.dailymail.co.uk/wires/pa/article-12875199/Refugee-picture-aims-reshape-narrative-counter-negative-rhetoric.html,1,5
12,3,4,8,1,https://www.dailymail.co.uk/wires/pa/article-12861841/Refugee-tells-agonising-wait-ahead-family-Sudan.html,1,5
12,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12860609/Israeli-West-Bank-raid-kills-7-Palestinian-ministry.html,1,6
12,3,4,3,0,https://www.dailymail.co.uk/wires/afp/article-12854977/Israeli-forces-kill-4-Palestinians-West-Bank-ministry.html,1,6
12,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-12853129/Israel-bombs-Gaza-warning-Hamas-nears-dissolution.html,1,6
12,3,4,2,0,https://www.dailymail.co.uk/wires/afp/article-12851335/Menstrual-periods-ordeal-health-risk-Gaza-women-girls.html,1,6
12,3,4,8,1,https://www.dailymail.co.uk/news/article-12837707/Venezuelans-roosevelt-ave-migrants.html,1,5
12,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-12846849/Over-300-Rohingya-Muslims-fleeing-Myanmar-arrive-Indonesias-Aceh-region-weeks-sea.html,1,4
12,3,4,3,0,https://www.dailymail.co.uk/news/article-12834413/Massive-payday-High-Court-judges-immigration-detention-detainees-released.html,1,5
12,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-12826997/2-boats-adrift-Andaman-Sea-400-Rohingya-aboard-desperately-need-rescue-UN-says.html,1,4
12,3,4,3,1,https://www.dailymail.co.uk/news/article-12822377/Afghan-refugee-High-Court-ruling-charged-Aliyawar-Yawari.html,1,3
12,3,4,9,1,https://www.dailymail.co.uk/news/article-12823801/ukraine-refugee-centre-notorious-love-triangle-bit-policeman-friend-killed-war.html,1,1
12,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-12817439/Over-100-Rohingya-refugees-land-Indonesia-2-boats-sea.html,1,4
11,3,4,3,0,https://www.dailymail.co.uk/news/article-12807515/Moment-IDF-shoot-two-Palestinian-boys-West-Bank-raid.html,1,5
11,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12805257/Violence-bleeds-generations-West-Banks-Jenin.html,1,5
11,3,4,7,1,https://www.dailymail.co.uk/wires/afp/article-12803141/Young-Rohingya-leave-Bangladesh-camps-university-dream.html,1,4
11,3,4,2,0,https://www.dailymail.co.uk/news/article-12798283/High-Court-decision-NZYQ-released-refuge-raped-boy.html,1,5
11,3,4,2,0,https://www.dailymail.co.uk/news/article-12798283/High-Court-decision-NZYQ-released-refuge-raped-boy.html,1,5
11,3,4,9,1,https://www.dailymail.co.uk/wires/afp/article-12796017/Palestinian-family-Lebanon-grieves-dead-Gaza-relatives.html,1,6
11,3,4,6,0,https://www.dailymail.co.uk/wires/afp/article-12794965/Gangs-extortion-Bangladesh-camps-driving-Rohingya-sea-exodus.html,1,4
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12792307/Israeli-forces-kill-eight-Palestinians-violence-surges-West-Bank.html,1,6
11,3,4,1,0,https://www.dailymail.co.uk/news/article-12792275/Palestinians-collaborating-Israel-West-Bank-executed.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/ap/article-12792207/Israeli-forces-kill-8-Palestinians-surging-West-Bank-violence-health-officials-say.html,1,6
11,3,4,7,0,https://www.dailymail.co.uk/wires/afp/article-12790025/Bangladesh-stops-scores-Rohingya-seeking-sail-Indonesia.html,1,4
11,3,4,7,1,https://www.dailymail.co.uk/wires/pa/article-12774203/Israeli-troops-battle-Hamas-fighters-packed-refugee-camp.html,1,6
11,3,4,4,0,https://www.dailymail.co.uk/news/article-12766571/Government-grant-amnesty-illegal-migrants-held-detention-indefinitely-Rwanda-policy-ruled-unlawful-Supreme-Court-avoid-legal-challenges-Home-Office-source-claims.html,1,5
11,3,4,10,0,https://www.dailymail.co.uk/news/article-12765419/UN-condemns-horrifying-attacks-Gaza-50-killed-Israeli-airstrike-school-refugee-camp.html,1,6
11,3,4,11,0,https://www.dailymail.co.uk/wires/pa/article-12765181/Corbyn-calls-Hamas-terrorist-group-says-Israel-acts-terror-too.html,1,6
11,3,4,9,1,https://www.dailymail.co.uk/wires/afp/article-12764927/Lebanons-Palestinian-refugees-fear-families-Gaza.html,1,6
11,3,4,7,0,https://www.dailymail.co.uk/wires/ap/article-12764841/Gaza-communications-blackout-ends-giving-rise-hope-resumption-critical-aid-deliveries.html,1,6
11,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-12699591/A-curse-parent-Gaza-More-3-600-Palestinian-children-killed-just-3-weeks-war.html,1,6
11,3,4,6,0,https://www.dailymail.co.uk/news/article-12699279/Argentina-condemns-Israel-bombing-Gaza-Hamas.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12700261/Joe-Biden-calls-pause-Israel-Hamas-war-prisoners-out.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12700693/US-President-Joe-Biden-calls-humanitarian-pause-Israel-Hamas-war.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/news/article-12701401/Israel-breaks-Hamas-lines-satellite-images-tanks-deep-inside-Gaza.html,1,6
11,3,4,6,0,https://www.dailymail.co.uk/wires/ap/article-12703769/UN-reduce-number-refugees-receiving-cash-aid-Lebanon-citing-funding-cuts.html,1,2
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12712093/Israeli-warplanes-hit-Maghazi-refugee-camp-Gaza-leaving-33-dead.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12712335/Warplanes-strike-Gaza-refugee-camp-Israel-rejects-call-suspend-fighting.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/pa/article-12713201/Israeli-troops-surrounded-Gaza-City-telecoms-hit-outage.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12713239/Amid-rubble-desperate-Gazans-look-survivors.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/wires/afp/article-12715821/Sky-Gaza-turns-red-deadly-night-strikes.html,1,6
11,3,4,10,0,https://www.dailymail.co.uk/news/article-12762345/Intense-helmet-cam-video-shows-IDF-commandos-operating-Gaza.html,1,6
11,3,4,4,0,https://www.dailymail.co.uk/wires/pa/article-12762151/Refugee-came-UK-boat-says-Rwanda-policy-like-hamster-wheel.html,1,4
11,3,4,4,0,https://www.dailymail.co.uk/wires/ap/article-12761289/More-240-Rohingya-refugees-afloat-Indonesia-twice-refused-residents.html,1,4
11,3,4,9,1,https://www.dailymail.co.uk/news/article-12761065/nigerian-conman-parcel-scam-right-stay-uk-bisexual-father-three-children-different-women.html,1,5
11,3,4,4,0,https://www.dailymail.co.uk/wires/afp/article-12760637/Afghans-driven-Pakistan-rebuilding-lives-zero.html,1,3
11,3,4,8,1,https://www.dailymail.co.uk/wires/afp/article-12756089/Exiled-no-regrets-Myanmar-footballer-two-years-protest.html,1,5
11,3,4,9,1,https://www.dailymail.co.uk/wires/ap/article-12756055/Their-families-wiped-grieving-Palestinians-Gaza-ask-why.html,1,5
11,3,4,2,0,https://www.dailymail.co.uk/wires/afp/article-12752781/Another-147-Rohingya-refugees-land-Indonesia-official.html,1,4
